Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-Nov-01,117.05,120,117.05,120,119.172043,372,14,44332,,,2.95,2.95
31-Oct-01,122.55,122.55,117.6,118,119.2941176,85,6,10140,,,4.95,-4.55
30-Oct-01,123.8,123.8,118,118.1,120.5271238,977,30,117755,,,5.8,-5.7
29-Oct-01,122.1,126.85,122.1,123.55,124.0373984,2460,47,305132,,,4.75,1.45
25-Oct-01,116,122.5,116,120.35,118.6423841,3171,53,376215,,,6.5,4.35
24-Oct-01,118.05,120.3,117.05,117.05,118.2064516,1550,27,183220,,,3.25,-1
23-Oct-01,118.75,119.5,118,118.05,118.6076555,418,19,49578,,,1.5,-0.7
22-Oct-01,119.9,120,116.25,117.1,117.7921995,1564,43,184227,,,3.75,-2.8
19-Oct-01,115.5,115.95,115,115,115.7333333,60,3,6944,,,0.95,-0.5
18-Oct-01,112.1,114.5,112.1,112.6,113.4032258,62,8,7031,,,2.4,0.5
17-Oct-01,110.8,115,110.8,113.8,112.9788235,850,22,96032,,,4.2,3
16-Oct-01,114.05,116,114.05,115.8,114.9,120,8,13788,,,1.95,1.75
15-Oct-01,113.55,114.85,111.1,114.85,111.9652174,575,21,64380,,,3.75,1.3
12-Oct-01,112,114,111.05,113.5,113.1650198,1012,37,114523,,,2.95,1.5
11-Oct-01,107.1,116.2,107.1,112,112.0184615,325,13,36406,,,9.1,4.9
10-Oct-01,107.1,109,107.1,108.05,108.1789474,475,19,51385,,,1.9,0.95
9-Oct-01,108.85,109,105.6,107.4,106.9233716,522,24,55814,,,3.4,-1.45
8-Oct-01,103,107,103,106.45,105.5493998,1083,36,114310,,,4,3.45
5-Oct-01,107.5,107.5,103.1,103.1,105.1290323,310,10,32590,,,4.4,-4.4
4-Oct-01,103.15,107,103,107,105.08,125,7,13135,,,4,3.85
3-Oct-01,107,107.05,104.5,106,106.3758465,886,36,94249,,,2.55,-1
1-Oct-01,106.2,107.5,106,106,106.6209524,1050,20,111952,,,1.5,-0.2
28-Sep-01,107.75,107.75,103.1,105,106.7636139,808,28,86265,,,4.65,-2.75
27-Sep-01,103,103.5,101.2,101.2,102.8058824,170,4,17477,,,2.3,-1.8
26-Sep-01,103,103,103,103,103,50,1,5150,,,0,0
25-Sep-01,115,115,101.1,101.1,104.4610245,449,16,46903,,,13.9,-13.9
24-Sep-01,100.35,102,98.5,100.75,99.99936692,266950,76,26694831,,,3.5,0.4
21-Sep-01,99.2,102.75,99,100,100.1062992,254,22,25427,,,3.75,0.8
20-Sep-01,102,102,100.05,101,101.8838951,267,5,27203,,,1.95,-1
19-Sep-01,105,105,104,104,104.7297297,185,5,19375,,,1,-1
18-Sep-01,101,104,101,102.5,102.98125,480,17,49431,,,3,1.5
17-Sep-01,102.5,103,100,100.15,101.1806194,3261,41,329950,,,3,-2.35
14-Sep-01,107.5,109,104,106,106.9337748,1510,20,161470,,,5,-1.5
13-Sep-01,113,113.85,111.35,112.35,112.6538462,520,13,58580,,,2.5,-0.65
12-Sep-01,110.05,117,110,114.75,114.639977,3472,75,398030,,,7,4.7
11-Sep-01,116,117.05,116,117,116.2155689,1002,37,116448,,,1.05,1
10-Sep-01,117.35,117.35,114,114,114.8072289,415,8,47645,,,3.35,-3.35
7-Sep-01,115.85,115.9,114,115.75,115.1873112,331,12,38127,,,1.9,-0.1
6-Sep-01,119,119,115.5,116,118.4872263,2192,55,259724,,,3.5,-3
5-Sep-01,115.95,117.3,115,117,115.5388235,1275,29,147312,,,2.3,1.05
4-Sep-01,112.5,115.9,112.5,115.6,113.3983287,1077,27,122130,,,3.4,3.1
3-Sep-01,110,113.5,110,112.5,111.9634941,767,15,85876,,,3.5,2.5
31-Aug-01,110.1,111.5,110,110.45,110.2435034,3117,46,343629,,,1.5,0.35
30-Aug-01,110.5,110.5,110,110.3,110.28,50,3,5514,,,0.5,-0.2
29-Aug-01,110,113,110,112.5,112.3396814,2888,34,324437,,,3,2.5
28-Aug-01,110,110.1,110,110,110.0026667,375,8,41251,,,0.1,0
27-Aug-01,111,111,110,110,110.2910714,560,8,61763,,,1,-1
24-Aug-01,110.05,111,110,110.75,110.430605,1405,13,155155,,,1,0.7
23-Aug-01,112.5,112.5,110,111,112.2615385,65,4,7297,,,2.5,-1.5
21-Aug-01,114,114,111.1,111.15,112.3314103,1560,11,175237,,,2.9,-2.85
20-Aug-01,110,111,108.5,111,110.0357257,3135,38,344962,,,2.5,1
17-Aug-01,108.95,110,108,109.35,108.7194664,2399,41,260818,,,2,0.4
16-Aug-01,108,108.9,106.75,108.9,108.1176471,85,3,9190,,,2.15,0.9
14-Aug-01,109,109,109,109,109,200,2,21800,,,0,0
13-Aug-01,106,106.25,106,106.2,106.07,300,22,31821,,,0.25,0.2
10-Aug-01,108,109.45,108,108.45,108.6177249,756,17,82115,,,1.45,0.45
9-Aug-01,109,110.8,108.55,109.55,109.6701553,2962,55,324843,,,2.25,0.55
8-Aug-01,112,112,104.5,106.5,106.3623853,436,17,46374,,,7.5,-5.5
7-Aug-01,105.8,106.75,105.65,105.65,105.9043716,366,13,38761,,,1.1,-0.15
3-Aug-01,114,114,106,107.1,107.4304813,748,40,80358,,,8,-6.9
2-Aug-01,104,105,102.15,105,104.3799127,687,32,71709,,,2.85,1
30-Jul-01,104,108.7,104,104.3,106.1843818,4610,13,489510,,,4.7,0.3
27-Jul-01,103,104,103,104,103.8484848,330,4,34270,,,1,1
26-Jul-01,101.5,103,101.5,102.1,102.3238434,281,14,28753,,,1.5,0.6
25-Jul-01,106,106,101.7,101.7,103.1032666,1898,42,195690,,,4.3,-4.3
24-Jul-01,105.1,108.5,105.1,108,105.9857398,1122,27,118916,,,3.4,2.9
20-Jul-01,105.15,106,105,105.1,105.2490566,265,6,27891,,,1,-0.05
19-Jul-01,104.1,107.7,104.1,107.05,106.6333333,330,19,35189,,,3.6,2.95
18-Jul-01,110.1,110.1,107,107,108.01,200,12,21602,,,3.1,-3.1
17-Jul-01,108,110.5,108,108.55,108.6912281,1140,25,123908,,,2.5,0.55
16-Jul-01,109,110,107,109.25,108.4410256,1950,58,211460,,,3,0.25
13-Jul-01,112,112,105,105.4,105.9284047,1285,14,136118,,,7,-6.6
12-Jul-01,103.55,106,103.55,106,104.3666667,150,2,15655,,,2.45,2.45
11-Jul-01,103,106,103,103.05,104.2784615,650,10,67781,,,3,0.05
10-Jul-01,103.25,103.25,103.25,103.25,103.2428571,70,7,7227,,,0,0
9-Jul-01,103,104,103,104,103.1390306,784,12,80861,,,1,1
6-Jul-01,96,105.75,96,104.15,102.4289376,3511,73,359628,,,9.75,8.15
5-Jul-01,101,101,100,101,100.9202552,627,18,63277,,,1,0
4-Jul-01,102,104,101,104,102.0025063,399,4,40699,,,3,2
2-Jul-01,103,104.4,103,104.15,103.7666667,30,3,3113,,,1.4,1.15
29-Jun-01,103,104,101,102.4,102.514607,8626,176,884291,,,3,-0.6
28-Jun-01,103,103.25,102,103.25,102.4771367,4177,60,428047,,,1.25,0.25
27-Jun-01,105,105,101,102.5,102.7306449,6497,74,667441,,,4,-2.5
26-Jun-01,98,104,98,104,100.4045604,5789,111,581242,,,6,6
25-Jun-01,99.05,100.9,98,98.9,99.34173778,2578,57,256103,,,2.9,-0.15
22-Jun-01,104,104,100.05,100.75,101.0368214,6355,118,642089,,,3.95,-3.25
21-Jun-01,105.25,105.25,103.6,104.1,104.2984429,4624,86,482276,,,1.65,-1.15
20-Jun-01,105.1,105.8,104.25,104.8,105.0386912,4187,83,439797,,,1.55,-0.3
19-Jun-01,106,107.3,102,104.6,105.2438756,26370,338,2775281,,,5.3,-1.4
18-Jun-01,107.25,109.25,103.3,103.6,104.8059996,19768,376,2071805,,,5.95,-3.65
15-Jun-01,117,117,110.1,112.25,113.2146885,54791,971,6203146,,,6.9,-4.75
14-Jun-01,122.1,122.85,117.65,118.2,119.8433339,17949,267,2151068,,,5.2,-3.9
13-Jun-01,123.65,126,121.5,122.65,123.3369785,22770,399,2808383,,,4.5,-1
12-Jun-01,116.5,125,116.5,122.4,122.3764022,39936,620,4887224,,,8.5,5.9
11-Jun-01,118.5,119.4,116,117.85,117.903693,10425,259,1229146,,,3.4,-0.65
8-Jun-01,118.9,120.85,117.1,117.5,118.5054495,34682,448,4110006,,,3.75,-1.4
7-Jun-01,121,123,116.2,118.55,119.5612093,23583,409,2819612,,,6.8,-2.45
6-Jun-01,123,124.5,120.1,120.9,122.8969721,12385,298,1522079,,,4.4,-2.1
5-Jun-01,128.95,129.75,120.05,120.85,123.2283159,44618,856,5498201,,,9.7,-8.1
4-Jun-01,133,135,125.05,126.25,130.3960107,43817,875,5713562,,,9.95,-6.75
1-Jun-01,136,136,127.5,128.2,130.7700039,46066,619,6024051,,,8.5,-7.8
31-May-01,140,143.45,135.35,138.4,139.3344564,59359,838,8270754,,,8.1,-1.6
30-May-01,144,147.1,141.05,147.1,145.9362608,261409,1990,38149052,,,6.05,3.1
29-May-01,127,136.25,127,136.25,134.2005046,133179,1126,17872689,,,9.25,9.25
28-May-01,127.4,130,124.5,126.2,125.9589855,62295,823,7846615,,,5.5,-1.2
25-May-01,129,129,123,123.55,124.598141,31414,569,3914126,,,6,-5.45
24-May-01,124.9,130.5,123.5,127.6,127.1460863,100379,1367,12762797,,,7,2.7
23-May-01,120,125.25,119.25,124.95,123.8750111,11289,251,1398425,,,6,4.95
22-May-01,121,121,118,119,119.3406411,6614,109,789319,,,3,-2
21-May-01,121,121.75,119.6,119.75,120.8968102,5737,93,693585,,,2.15,-1.25
18-May-01,121.8,121.9,119.2,120.2,120.4602537,6227,123,750106,,,2.7,-1.6
17-May-01,123.9,124,120,121.7,121.5119857,11764,272,1429467,,,4,-2.2
16-May-01,120.05,123.3,119.65,121.85,121.5372552,13582,295,1650719,,,3.65,1.8
15-May-01,118.5,130.6,116.35,119.7,124.7235139,46751,593,5830949,,,14.25,1.2
14-May-01,116,120.95,113.1,120.95,118.7951807,6308,217,749360,,,7.85,4.95
11-May-01,113.35,114.95,111,112,112.1182498,3611,101,404859,,,3.95,-1.35
10-May-01,114.1,116.35,113.45,113.7,113.89,600,13,68334,,,2.9,-0.4
9-May-01,115,118.35,115,115.15,115.966932,1633,62,189374,,,3.35,0.15
8-May-01,113.8,115.4,113.5,115.05,114.5027778,1440,93,164884,,,1.9,1.25
7-May-01,116.4,116.45,115.35,115.35,115.9522241,1214,21,140766,,,1.1,-1.05
4-May-01,112,114.7,112,113.25,112.7638944,2537,70,286082,,,2.7,1.25
3-May-01,113.15,115,110,111.75,112.2365008,3315,72,372064,,,5,-1.4
2-May-01,106.05,116.7,106.05,115.15,112.0336508,1575,23,176453,,,10.65,9.1
30-Apr-01,116,116,114,114.35,114.7452128,1880,67,215721,,,2,-1.65
27-Apr-01,114,116,111,115,113.2267504,5570,184,630673,,,5,1
26-Apr-01,118,119.5,115,116,117.1318493,1168,52,136810,,,4.5,-2
25-Apr-01,115,121,115,117,118.1107132,3351,193,395789,,,6,2
24-Apr-01,110,117.5,109,117.1,113.1097536,4911,163,555482,,,8.5,7.1
23-Apr-01,112,112.5,108.7,110,110.0086495,102665,81,11294038,,,3.8,-2
20-Apr-01,111.5,111.5,107.5,110,108.764816,3206,73,348700,,,4,-1.5
19-Apr-01,121.8,123,112.3,113.05,118.2582485,2455,71,290324,,,10.7,-8.75
18-Apr-01,112,114.2,106.5,114.2,111.8368794,2679,69,299611,,,7.7,2.2
17-Apr-01,105,105.9,105,105.75,105.2754491,1670,72,175810,,,0.9,0.75
16-Apr-01,101.05,106.85,101.05,104,103.847467,1816,63,188587,,,5.8,2.95
12-Apr-01,113,113,106,106,108.0485408,3358,78,362827,,,7,-7
11-Apr-01,113.55,115.9,113,115.1,113.5048026,937,20,106354,,,2.9,1.55
10-Apr-01,115.1,115.1,114.95,115,115.021164,378,18,43478,,,0.15,-0.1
9-Apr-01,113.25,116.4,113.25,116.4,115.7777778,351,8,40638,,,3.15,3.15
6-Apr-01,118,119.5,115.05,115.8,117.3515295,5917,165,694369,,,4.45,-2.2
4-Apr-01,122,123,117,119,120.6296734,2541,70,306520,,,6,-3
3-Apr-01,127.5,129,123.8,125.05,126.2732394,1420,50,179308,,,5.2,-2.45
2-Apr-01,123.3,128.5,123,128.5,125.7024129,746,27,93774,,,5.5,5.2
30-Mar-01,130,130,126.5,128,128.1655722,4264,100,546498,,,3.5,-2
29-Mar-01,133.1,133.25,130.5,131.2,131.8268507,1594,79,210132,,,2.75,-1.9
28-Mar-01,137,140,132.65,134.55,136.1353211,4360,73,593550,,,7.35,-2.45
27-Mar-01,130.25,137.5,130.25,135,134.9241337,205783,138,27765093,,,7.25,4.75
26-Mar-01,126.15,131.9,126.15,130.1,130.2042278,2933,68,381889,,,5.75,3.95
26-Mar-01,126,126,126,126,126,307,1,38682,,,0,0
23-Mar-01,132.05,133,127.1,128.15,130.1778064,19420,195,2528053,,,5.9,-3.9
22-Mar-01,133.05,135,133.05,133.05,133.2762128,3834,26,510981,,,1.95,0
21-Mar-01,132.25,136,132.05,135.35,133.4359498,9797,53,1307272,,,3.95,3.1
20-Mar-01,133.05,137,130.2,133.85,135.2319327,17587,96,2378324,,,6.8,0.8
19-Mar-01,133,138,128.6,136.15,134.1959607,1832,52,245847,,,9.4,3.15
16-Mar-01,134,139.6,132,132.75,133.3434619,5858,68,781126,,,7.6,-1.25
15-Mar-01,129.5,138,128,136.35,134.3585536,3291,82,442174,,,10,6.85
14-Mar-01,118.55,137.65,118.55,134.5,130.6673225,6099,114,796940,,,19.1,15.95
13-Mar-01,129,139.25,128.5,128.5,129.1668086,28182,173,3640179,,,10.75,-0.5
12-Mar-01,146,149.5,136.25,139.65,144.1150557,6197,148,893081,,,13.25,-6.35
9-Mar-01,152.05,152.05,143.4,147.3,147.2811575,12164,320,1791528,,,8.65,-4.75
8-Mar-01,153,157.95,153,155.85,155.5873589,8591,278,1336651,,,4.95,2.85
7-Mar-01,159.1,159.1,149.5,153.8,150.9906441,29500,483,4454224,,,9.6,-5.3
5-Mar-01,157,160,150.05,151.6,155.9937859,14966,330,2334603,,,9.95,-5.4
2-Mar-01,169,170,153.25,154.55,158.5464584,13765,242,2182392,,,16.75,-14.45
1-Mar-01,167,171.85,162,165.55,168.037258,21794,327,3662204,,,9.85,-1.45
28-Feb-01,155.5,166,155,164.05,162.4046191,11171,248,1814222,,,11,8.55
27-Feb-01,170,170.5,156.1,157.3,161.7509304,21765,331,3520509,,,14.4,-12.7
26-Feb-01,170,170,162.5,167.4,166.5403647,11681,219,1945358,,,7.5,-2.6
23-Feb-01,172,175.6,162,163.05,167.3663763,28236,536,4725757,,,13.6,-8.95
22-Feb-01,178.95,180.95,172.5,175,174.5383363,13512,352,2358362,,,8.45,-3.95
21-Feb-01,175.5,180.5,175,178.55,177.3809362,11750,329,2084226,,,5.5,3.05
20-Feb-01,179.8,182.9,175.1,176.05,179.3636324,23081,654,4139892,,,7.8,-3.75
19-Feb-01,179,179.7,175,179,178.4459598,10705,291,1910264,,,4.7,0
16-Feb-01,185.55,188.5,172.85,173.65,180.4139144,23587,485,4255423,,,15.65,-11.9
15-Feb-01,188.45,188.5,187,187.85,187.7538274,10647,178,1999015,,,1.5,-0.6
14-Feb-01,190,190,186,187.75,187.6994254,13574,255,2547832,,,4,-2.25
13-Feb-01,203.15,204,186.5,187.95,194.9110071,29272,608,5705435,,,17.5,-15.2
12-Feb-01,205,213,200,201.6,206.813,70369,1238,14553224,,,13,-3.4
9-Feb-01,189,198.75,189,198.75,198.2185086,29770,260,5900965,,,9.75,9.75
8-Feb-01,176.5,189,176.5,184.05,183.6446399,24561,398,4510496,,,12.5,7.55
7-Feb-01,175,177,173.25,175.55,175.6358491,6360,92,1117044,,,3.75,0.55
6-Feb-01,171.75,176,171.75,173.65,174.6064801,3395,77,592789,,,4.25,1.9
5-Feb-01,174.95,176.5,173,174.1,173.924428,4327,69,752571,,,3.5,-0.85
2-Feb-01,174.9,174.9,170,171.2,171.5346857,7986,119,1369876,,,4.9,-3.7
1-Feb-01,175.9,175.9,171.8,173.9,173.1745283,1060,36,183565,,,4.1,-2
31-Jan-01,171,180.75,171,174.85,176.2966088,6281,140,1107319,,,9.75,3.85
30-Jan-01,173.7,173.9,170,170.1,171.9296582,5061,71,870136,,,3.9,-3.6
29-Jan-01,174.9,174.9,169.1,172.75,170.9781915,1880,45,321439,,,5.8,-2.15
25-Jan-01,175.3,177,172.3,173.85,175.3029456,5364,126,940325,,,4.7,-1.45
24-Jan-01,177.9,177.9,175.1,175.5,175.9068869,2846,78,500631,,,2.8,-2.4
23-Jan-01,178,179.5,175.1,175.55,177.3503219,3728,97,661162,,,4.4,-2.45
22-Jan-01,177,179,176.05,178.55,177.5360094,3388,64,601492,,,2.95,1.55
19-Jan-01,175,177.7,172.05,174.45,175.12922,8590,122,1504360,,,5.65,-0.55
18-Jan-01,176,177,175,176.25,176.0192572,2181,48,383898,,,2,0.25
17-Jan-01,179,180,175,175,177.8406593,2184,58,388404,,,5,-4
16-Jan-01,177.5,183.5,176.5,177.95,179.3623477,8536,190,1531037,,,7,0.45
15-Jan-01,173,180,168,175.9,175.9003276,8548,173,1503596,,,12,2.9
12-Jan-01,173.15,174.9,170,170.8,172.0880829,5404,144,929964,,,4.9,-2.35
11-Jan-01,178.75,178.75,173.95,176,175.0745205,1825,37,319511,,,4.8,-2.75
10-Jan-01,176.05,180,174,174.95,176.3489432,4826,80,851060,,,6,-1.1
9-Jan-01,186,188,180,180.25,181.7312349,7847,160,1426045,,,8,-5.75
8-Jan-01,187,188,180,185.4,183.7066203,9486,131,1742641,,,8,-1.6
5-Jan-01,192,192,187.25,189.4,190.2355212,7770,102,1478130,,,4.75,-2.6
4-Jan-01,204,205,192,192.25,196.2903962,9642,143,1892632,,,13,-11.75
3-Jan-01,195.05,203.9,190.7,201.45,197.7111396,7810,174,1544124,,,13.2,6.4
2-Jan-01,194.8,199.4,193.5,198.35,195.7356177,5545,120,1085354,,,5.9,3.55
1-Jan-01,202,202,190,194,192.0418164,11407,140,2190621,,,12,-8
29-Dec-00,187.95,190.9,185.65,189.95,187.6151655,2809,54,527011,,,5.25,2
28-Dec-00,187.95,188.5,185.1,187.55,187.3665306,1225,26,229524,,,3.4,-0.4
27-Dec-00,177,186,177,185,182.8357664,1370,28,250485,,,9,8
26-Dec-00,186,191,180,182.95,182.8833073,5116,76,935631,,,11,-3.05
22-Dec-00,185.85,188,180.2,184.15,184.1691335,19931,282,3670675,,,7.8,-1.7
21-Dec-00,187,187.9,185,186.5,186.4650442,2260,93,421411,,,2.9,-0.5
20-Dec-00,190,195,185.9,190.2,189.1208822,7255,129,1372072,,,9.1,0.2
19-Dec-00,197.1,202,185.5,187.15,193.0433775,18558,346,3582499,,,16.5,-9.95
18-Dec-00,198,203.5,197,200.1,200.1560407,14932,274,2988730,,,6.5,2.1
15-Dec-00,213,215,198.25,198.25,204.4576813,9393,175,1920471,,,16.75,-14.75
14-Dec-00,221.9,225,215,215.45,221.2666667,17475,259,3866635,,,10,-6.45
13-Dec-00,221,233.85,217,218.95,225.066334,72135,785,16235160,,,16.85,-2.05
12-Dec-00,202.75,216.55,201,216.55,211.1297031,48426,528,10224167,,,15.55,13.8
11-Dec-00,195.05,205.4,195.05,200.55,203.2840723,18358,215,3731889,,,10.35,5.5
8-Dec-00,192.35,192.35,188,190.2,190.3027354,3802,76,723531,,,4.35,-2.15
7-Dec-00,190,190.05,189.95,190,190.0078261,1150,26,218509,,,0.1,0
6-Dec-00,200.8,200.8,189,192.9,193.6242215,2890,51,559574,,,11.8,-7.9
5-Dec-00,191.9,197,191,195,193.1164535,2267,56,437795,,,6,3.1
4-Dec-00,198.9,198.9,190,190.2,192.0385285,4023,131,772571,,,8.9,-8.7
1-Dec-00,194,194,185,192.95,190.7549317,1318,34,251415,,,9,-1.05
30-Nov-00,186.5,191.45,186.5,189,188.8460829,1085,27,204898,,,4.95,2.5
29-Nov-00,189,201.35,189,190.05,190.4666667,870,25,165706,,,12.35,1.05
28-Nov-00,186,188,183.2,186.45,179.0653009,781,21,139850,,,4.8,0.45
27-Nov-00,186.8,186.8,181,181.95,183.0877005,935,24,171187,,,5.8,-4.85
24-Nov-00,185,185,179,182.5,183.1350515,970,16,177641,,,6,-2.5
23-Nov-00,185,185,185,185,185,50,1,9250,,,0,0
22-Nov-00,185,186.5,185,186.5,185.1233333,300,9,55537,,,1.5,1.5
21-Nov-00,186.25,186.25,185.1,186,179.2165333,3750,13,672062,,,1.15,-0.25
20-Nov-00,190,190,185,189,187.575,360,8,67527,,,5,-1
17-Nov-00,190,191,186,191,189.5849057,265,11,50240,,,5,1
16-Nov-00,197.95,197.95,192,192,193.8526316,190,4,36832,,,5.95,-5.95
15-Nov-00,191.3,196,191,195,193.7779661,590,15,114329,,,5,3.7
14-Nov-00,194.95,195,191.5,191.5,193.3534483,580,7,112145,,,3.5,-3.45
13-Nov-00,188,194,188,192,188.261251,2622,5,493621,,,6,4
10-Nov-00,190.1,195,186,188.7,188.3484247,3777,34,711392,,,9,-1.4
9-Nov-00,197,197,195,195.5,195.3257576,396,20,77349,,,2,-1.5
8-Nov-00,199.7,199.8,196,196,198.5069124,651,22,129228,,,3.8,-3.7
7-Nov-00,195.05,199.75,195,199.6,197.6351852,540,16,106723,,,4.75,4.55
6-Nov-00,199,204,196,198,199.7047619,840,26,167752,,,8,-1
3-Nov-00,190,196.4,186,194.6,191.84608,3125,86,599519,,,10.4,4.6
2-Nov-00,182,183,180,181.95,181.2575,400,19,72503,,,3,-0.05
1-Nov-00,181,182,181,182,181.9496982,497,6,90429,,,1,1
31-Oct-00,172.15,181,172.1,181,178.4666667,900,22,160620,,,8.9,8.85
27-Oct-00,180.1,193.7,180,184.6,181.7058824,731,18,132827,,,13.7,4.5
26-Oct-00,184.9,185,184.9,185,184.9836066,61,5,11284,,,0.1,0.1
25-Oct-00,180,180,180,180,180,200,2,36000,,,0,0
24-Oct-00,184.95,184.95,172,172,175.8071895,306,4,53797,,,12.95,-12.95
23-Oct-00,175,176.75,175,176.75,175.2121212,330,13,57820,,,1.75,1.75
20-Oct-00,167.5,169.75,165.6,167.45,167.9208633,834,45,140046,,,4.15,-0.05
19-Oct-00,166.1,167,165,166.85,165.970297,808,26,134104,,,2,0.75
18-Oct-00,164.95,168,164,168,165.1988827,895,8,147853,,,4,3.05
17-Oct-00,170,177.4,164.5,166,166.494826,1063,25,176984,,,12.9,-4
16-Oct-00,175,178,169.1,170,172.9205244,2441,45,422099,,,8.9,-5
13-Oct-00,175.1,177.9,167,169,171.1116639,1809,68,309541,,,10.9,-6.1
12-Oct-00,184,185,180,180,183.4508197,854,31,156667,,,5,-4
11-Oct-00,184,190,182.65,189.85,185.7701149,522,18,96972,,,7.35,5.85
10-Oct-00,192.15,198.45,192,192,192.3536977,311,8,59822,,,6.45,-0.15
9-Oct-00,191.95,198.5,191.95,192.5,193.3940299,670,17,129574,,,6.55,0.55
6-Oct-00,204.95,204.95,191.5,191.7,192.742532,703,29,135498,,,13.45,-13.25
5-Oct-00,198,198,198,198,198,300,5,59400,,,0,0
4-Oct-00,198,200,198,199.5,199.1354293,827,13,164685,,,2,1.5
3-Oct-00,195,204.95,194.25,195.1,195.0210381,7225,18,1409027,,,10.7,0.1
29-Sep-00,198.05,199.8,197,198.9,198.5125448,558,26,110770,,,2.8,0.85
28-Sep-00,195,200.9,195,200,195.4877332,7826,30,1529887,,,5.9,5
27-Sep-00,204.4,204.4,204.4,204.4,204.4,525,13,107310,,,0,0
26-Sep-00,200,209.95,200,203,203.7242991,642,23,130791,,,9.95,3
25-Sep-00,208.8,209.5,204,208,206.011236,356,8,73340,,,5.5,-0.8
22-Sep-00,205,205,200,202,201.8711922,10636,155,2147102,,,5,-3
21-Sep-00,204.9,207,204.9,206.9,206.2467153,685,26,141279,,,2.1,2
20-Sep-00,213.5,213.5,206.9,207,207.2114746,2109,73,437009,,,6.6,-6.5
19-Sep-00,210,215.95,206,209,210.6214029,1112,38,234211,,,9.95,-1
18-Sep-00,212,218,212,215,213.2599778,1804,43,384721,,,6,3
15-Sep-00,218.2,220,206.95,211.3,212.3768025,9570,190,2032446,,,13.05,-6.9
14-Sep-00,223.25,230,223.1,224.9,225.0014567,1373,46,308927,,,6.9,1.65
13-Sep-00,239.9,240,224,227.85,229.6548079,3879,91,890831,,,16,-12.05
12-Sep-00,252.9,255,235,236.55,241.2262844,13430,221,3239669,,,20,-16.35
11-Sep-00,235,242.6,235,242.6,242.2821389,9070,84,2197499,,,7.6,7.6
8-Sep-00,233,233,223,224.65,227.2096386,1245,55,282876,,,10,-8.35
7-Sep-00,230,237,230,230,230.5503712,1886,54,434818,,,7,0
6-Sep-00,229.9,231,228,231,229.5534106,1554,25,356726,,,3,1.1
5-Sep-00,229,229,228,228.8,228.7884615,520,10,118970,,,1,-0.2
4-Sep-00,230,230,225,225,228.9688826,1414,11,323762,,,5,-5
31-Aug-00,223,224,220,223,221.9260817,1664,38,369285,,,4,0
30-Aug-00,222,228,222,226,225.8568129,3031,53,684572,,,6,4
29-Aug-00,227,227,219,220.6,221.7068301,5710,65,1265946,,,8,-6.4
28-Aug-00,240,240,217,224.5,225.743528,1661,36,374960,,,23,-15.5
25-Aug-00,229,235,226,228.3,229.6569809,1411,67,324046,,,9,-0.7
24-Aug-00,238.1,241,235,235,235.3974359,936,34,220332,,,6,-3.1
23-Aug-00,238.1,238.1,238,238,238.0714286,70,2,16665,,,0.1,-0.1
22-Aug-00,235.25,241,235.25,240,239.1978022,637,27,152369,,,5.75,4.75
21-Aug-00,240,244,239.9,240,240.2868852,976,23,234520,,,4.1,0
18-Aug-00,237.05,240,237,237.5,239.1555233,688,26,164539,,,3,0.45
17-Aug-00,245.05,245.05,235,240,240.1581967,1220,35,292993,,,10.05,-5.05
16-Aug-00,248,253,248,252.25,250.8313725,255,8,63962,,,5,4.25
14-Aug-00,245,247.1,245,247.1,245.2810811,185,5,45377,,,2.1,2.1
11-Aug-00,254.5,255.2,245,249.1,248.833967,789,44,196330,,,10.2,-5.4
10-Aug-00,251.05,260,251.05,252.5,255.446184,511,13,130533,,,8.95,1.45
9-Aug-00,254,257,252,256.6,254.3164557,395,13,100455,,,5,2.6
8-Aug-00,254.1,256.25,254,255,254.9997615,12576,104,3206877,,,2.25,0.9
8-Aug-00,255,255,255,255,255,15630,1,3985650,,,0,0
7-Aug-00,255,255,253,255,254.6641912,21545,96,5486740,,,2,0
4-Aug-00,255,260,255,255,256.3737624,1616,36,414300,,,5,0
3-Aug-00,256,256,255,256,255.6823135,5965,55,1525145,,,1,0
3-Aug-00,255,255,255,255,255,25000,10,6375000,,,0,0
2-Aug-00,260,260,255,256,255.2139535,645,38,164613,,,5,-4
1-Aug-00,255,262,255,256.6,255.7877301,815,35,208467,,,7,1.6
31-Jul-00,254.9,257,254.8,255,255.0260274,730,14,186169,,,2.2,0.1
28-Jul-00,245,250.5,242,246.25,248.8921272,2642,81,657573,,,8.5,1.25
27-Jul-00,253,253,247.5,248.9,248.3809524,210,7,52160,,,5.5,-4.1
26-Jul-00,265,265,247,253.9,256.3221406,953,27,244275,,,18,-11.1
25-Jul-00,256,261,248.05,258,255.6298507,1005,30,256908,,,12.95,2
24-Jul-00,245,260,239,250.85,249.0906561,2515,56,626463,,,21,5.85
21-Jul-00,258.7,260,245,246.35,250.5931034,1015,35,254352,,,15,-12.35
20-Jul-00,260.95,261,252,255,256.064,500,14,128032,,,9,-5.95
19-Jul-00,260,260,256,257.45,257.8518519,567,21,146202,,,4,-2.55
