Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
3-Sep-07,308,314.7,304,311.8,311.4525731,261529,3139,81453880,103568,39.6,10.7,3.8
31-Aug-07,301,309.45,299,305.65,305.5727259,190503,2146,58212521,94024,49.36,10.45,4.65
30-Aug-07,296.85,302,293.15,297.85,297.778262,673723,1831,200620064,597183,88.64,8.85,1
29-Aug-07,295,302,293.1,296.85,297.9383286,334596,2373,99688973,226491,67.69,8.9,1.85
28-Aug-07,292,306.85,285.1,304.5,300.8086326,270903,2730,81489961,156084,57.62,21.75,12.5
27-Aug-07,279,292.4,278,290.95,285.6462679,111788,2033,31931825,49034,43.86,14.4,11.95
24-Aug-07,268,277.8,264,275.2,272.855487,72817,1017,19868518,51740,71.05,13.8,7.2
23-Aug-07,274.4,279,263,266.05,268.4125395,211364,1884,56732748,118073,55.86,16,-8.35
22-Aug-07,272,274.9,260.1,269.95,268.3344169,271942,2247,72971398,178268,65.55,14.8,-2.05
21-Aug-07,278,286,270.15,272.15,274.3235122,116178,1766,31870357,79952,68.82,15.85,-5.85
20-Aug-07,285,296.45,275.4,281.05,281.4048878,101028,2048,28429773,43998,43.55,21.05,-3.95
17-Aug-07,284,289,265.65,275.2,274.4582666,455331,4552,124969357,231314,50.8,23.35,-8.8
16-Aug-07,290,295,281,283,287.7108544,351885,3064,101241134,229276,65.16,14,-7
14-Aug-07,294,304,292.2,300.85,297.6571835,382782,2873,113937812,228182,59.61,11.8,6.85
13-Aug-07,296,303,291,293.15,295.2229792,105983,2310,31288617,27843,26.27,12,-2.85
10-Aug-07,285,297.05,275.05,295,287.8498612,143707,2990,41366040,52959,36.85,22,10
9-Aug-07,305.1,309.85,285.5,290.05,299.6231279,154437,2420,46272897,61267,39.67,24.35,-15.05
8-Aug-07,296,310,296,304.15,305.8336201,324282,5280,99176338,77533,23.91,14,8.15
7-Aug-07,291,299.45,289,294.55,295.0830375,244480,2822,72141901,105749,43.25,10.45,3.55
6-Aug-07,289.55,296,275.1,290.3,290.6780052,157251,2597,45709407,42001,26.71,20.9,0.75
3-Aug-07,286.95,294.8,286.95,289.55,291.5142741,105786,2025,30838129,19624,18.55,7.85,2.6
2-Aug-07,277,299.85,277,285.8,289.1091754,360301,5150,104166325,84345,23.41,22.85,8.8
1-Aug-07,293.2,293.2,268.6,273.85,273.5907412,702421,5808,192175882,346170,49.28,24.6,-19.35
31-Jul-07,273,294.5,261.5,292.35,276.6818985,762131,6878,210867852,386444,50.71,33,19.35
30-Jul-07,282.4,284,270.1,273.1,277.1224419,448866,2934,124390842,263961,58.81,13.9,-9.3
27-Jul-07,255,286.9,255,281.6,275.0043698,453565,3588,124732357,247530,54.57,31.9,26.6
26-Jul-07,275,280.5,267.05,277.7,272.9008787,410709,3266,112082847,157577,38.37,13.45,2.7
25-Jul-07,275,275.5,266.1,273.05,270.2981876,117416,1246,31737332,61667,52.52,9.4,-1.95
24-Jul-07,274.9,280.8,273,273.95,277.2292952,230345,3081,63858382,106038,46.03,7.8,-0.95
23-Jul-07,259.8,276.4,259.8,271.45,269.4468802,248015,1857,66826868,162027,65.33,16.6,11.65
20-Jul-07,269.7,271.1,262.1,263.5,265.2879943,140159,1301,37182500,78293,55.86,9,-6.2
19-Jul-07,265,269.85,262,267.1,266.759402,279408,2994,74534711,121385,43.44,7.85,2.1
18-Jul-07,255.8,264.25,251,262.05,256.5726441,206149,1879,52892194,133003,64.52,13.25,6.25
17-Jul-07,260.8,261,254.1,255.25,257.2466228,66328,817,17062654,36986,55.76,6.9,-5.55
16-Jul-07,261.6,262,255,258.6,257.7892205,99801,1036,25727622,64314,64.44,7,-3
13-Jul-07,262.9,265.9,257.1,259.15,262.7131923,362431,2330,95215405,160226,44.21,8.8,-3.75
12-Jul-07,258.8,263.5,256.9,259.9,260.4746393,424101,1771,110467555,256228,60.42,6.6,1.1
11-Jul-07,260,263.9,255,255.8,258.8064882,140224,1662,36290881,75775,54.04,8.9,-4.2
10-Jul-07,261.8,264.3,258,259.45,261.3464687,163833,1362,42817176,111935,68.32,6.3,-2.35
9-Jul-07,264.9,266,258,259.9,262.3550249,93554,1818,24544362,31348,33.51,8,-5
6-Jul-07,254,263.4,250.15,261.9,259.2190171,350338,2955,90814272,158202,45.16,13.25,7.9
5-Jul-07,255.1,260.55,252.05,253.9,256.2487384,161298,1794,41332409,77482,48.04,8.5,-1.2
4-Jul-07,263.4,264,252,253.9,256.3357224,130036,1515,33332872,84922,65.31,12,-9.5
3-Jul-07,266.2,270,259,262.15,264.697819,252223,2642,66762878,164479,65.21,11,-4.05
2-Jul-07,258,267.3,257,261.7,262.418109,298592,4029,78355948,131217,43.95,10.3,3.7
29-Jun-07,251,254.75,248.3,253.2,252.5285219,98363,1722,24839463,37613,38.24,6.45,2.2
28-Jun-07,249.9,251.45,245,248,248.3959414,112057,1409,27834504,63635,56.79,6.45,-1.9
27-Jun-07,253,256,245.05,246.8,251.3628792,113338,1771,28488966,50902,44.91,10.95,-6.2
26-Jun-07,242.4,255.7,235.1,252.75,250.2658027,186281,2410,46619764,83447,44.8,20.6,10.35
25-Jun-07,245,246,240.25,242.4,243.0491003,22342,475,5430203,10046,44.96,5.75,-2.6
22-Jun-07,247,247.9,242.5,243.05,244.69259,67314,923,16471237,36510,54.24,5.4,-3.95
21-Jun-07,245.9,252,245,246.15,248.6129215,119769,1865,29776121,41370,34.54,7,0.25
20-Jun-07,245,251,244.05,245.3,247.4004008,108284,1684,26789505,44919,41.48,6.95,0.3
19-Jun-07,243,247.5,238.6,245.7,243.1022547,56193,900,13660645,27695,49.29,8.9,2.7
18-Jun-07,244,244.4,237,242.5,240.4414608,80476,1551,19349767,32114,39.91,7.4,-1.5
15-Jun-07,245,247.25,240.5,242.15,243.0389502,180333,1581,43827943,94258,52.27,6.75,-2.85
14-Jun-07,243.1,248,243.1,244.35,244.8289399,29931,589,7327975,11033,36.86,4.9,1.25
13-Jun-07,241,244.9,240.5,241.9,242.3914802,41292,713,10008829,15651,37.9,4.4,0.9
12-Jun-07,246.4,247.7,237.05,245.25,243.0582072,260157,1740,63233294,150527,57.86,10.65,-1.15
11-Jun-07,244.1,248,243.15,244.25,244.7464904,113333,1125,27737854,63414,55.95,4.85,0.15
8-Jun-07,245.25,248.5,239,243.15,244.3373845,128029,1668,31282271,63128,49.31,9.5,-2.1
7-Jun-07,247,252.95,241.9,243.95,247.8753778,1275014,2556,316044577,1135609,89.07,11.05,-3.05
6-Jun-07,259.7,264.4,251,253.05,257.8390617,314369,4165,81056608,85940,27.34,13.4,-6.65
5-Jun-07,251,260.8,246.1,257.25,254.6276755,290596,3295,73993784,144190,49.62,14.7,6.25
4-Jun-07,252,252.25,247.05,250.05,248.7202605,592108,1329,147269256,537003,90.69,5.2,-1.95
1-Jun-07,249.5,253.5,246,250.1,249.6577927,371424,3039,92728896,231023,62.2,7.5,0.6
31-May-07,238,253.6,238,246.45,247.0255888,1001921,7264,247500125,483032,48.21,15.6,8.45
30-May-07,252,253.75,235,236,242.6909204,905647,6705,219792304,410120,45.28,18.75,-16
29-May-07,245,253,242.2,251.2,247.5702588,1071510,8515,265274008,479794,44.78,10.8,6.2
28-May-07,230,245,227,240.3,235.2877223,603808,6172,142068609,237302,39.3,18,10.3
25-May-07,220,228,219,225.85,225.8679184,438532,2392,99050310,315569,71.96,9,5.85
24-May-07,220.5,225.8,219,224.05,222.281668,140694,1380,31273697,79024,56.17,6.8,3.55
23-May-07,220,223.4,218,220.9,221.0372426,123756,1433,27354685,67002,54.14,5.4,0.9
22-May-07,222.5,222.5,216.2,218.3,219.367126,107045,1486,23482154,50459,47.14,6.3,-4.2
21-May-07,227,227.5,220,220.45,222.3998784,49335,846,10972098,24338,49.33,7.5,-6.55
18-May-07,225,227.9,221,225.15,224.8465441,98543,1033,22157053,52613,53.39,6.9,0.15
17-May-07,226,229.9,223.15,225.8,226.2071231,198143,1468,44821358,127250,64.22,6.75,-0.2
16-May-07,228.75,233.8,222.5,225,226.6266217,325592,3035,73787815,158810,48.78,11.3,-3.75
15-May-07,227.9,230.4,220.15,229.6,226.2745379,219864,2876,49749625,93612,42.58,10.25,1.7
14-May-07,215.9,227,214,225.75,220.2435523,207167,2538,45627196,104203,50.3,13,9.85
11-May-07,212,213.9,208.35,210.85,210.9273304,2432917,1617,513168688,2343743,96.33,5.55,-1.15
10-May-07,222.45,222.45,210.25,212.75,215.0657215,214998,1975,46238700,102394,47.63,12.2,-9.7
9-May-07,222.5,223.5,215.7,219.55,218.9696058,80772,1074,17686613,38207,47.3,7.8,-2.95
8-May-07,222,228.35,220.25,223.15,224.7048876,150668,2401,33855836,51386,34.11,8.1,1.15
7-May-07,225,225,219.55,222.05,222.0043194,84734,1219,18811314,33890,40,5.45,-2.95
4-May-07,224,227.9,219.5,221.55,224.1223931,151569,1980,33970007,57624,38.02,8.4,-2.45
3-May-07,220,226.95,220,222.9,223.4506575,217247,2966,48543985,87930,40.47,6.95,2.9
30-Apr-07,218,222.35,217,219.9,219.9820602,479771,3318,105541013,183656,38.28,5.35,1.9
27-Apr-07,211,220,210,217,216.8131063,565257,4167,122555126,333611,59.02,10,6
26-Apr-07,213.05,214,208.2,210,210.3017694,65560,693,13787384,45873,69.97,5.8,-3.05
25-Apr-07,212,213,209.3,210.85,211.1788287,60119,766,12695860,21595,35.92,3.7,-1.15
24-Apr-07,210,214,208.8,212.1,212.1882041,79095,1124,16783026,42209,53.36,5.2,2.1
23-Apr-07,217,219,210.1,212.05,215.3968897,190980,1951,41136498,97716,51.17,8.9,-4.95
20-Apr-07,217.85,218.5,208.3,214.65,213.4507995,144277,1429,30796041,105398,73.05,10.2,-3.2
19-Apr-07,207,213.5,200.55,210.35,209.7295659,73896,948,15498176,46969,63.56,12.95,3.35
18-Apr-07,215,216,210,210.55,212.6914854,69410,1179,14762916,32791,47.24,6,-4.45
17-Apr-07,215,216,208.2,211.9,211.703496,108066,1534,22877950,56506,52.29,7.8,-3.1
16-Apr-07,203.5,214.8,203.5,213.9,211.1321021,319344,3056,67423770,231918,72.62,11.3,10.4
13-Apr-07,202.2,205.55,202,202.7,203.522765,43949,690,8944622,18752,42.67,3.55,0.5
12-Apr-07,205,205,200.5,202.45,203.2992287,36173,732,7353943,12768,35.3,4.5,-2.55
11-Apr-07,209,212.5,205.5,207.25,209.6374438,95941,1710,20112826,40109,41.81,7,-1.75
10-Apr-07,202,208.75,202,208.1,207.110224,165826,2564,34344260,61266,36.95,6.75,6.1
9-Apr-07,201,205,199,202.4,202.2891282,142359,2739,28797678,47244,33.19,6,1.4
5-Apr-07,197,200.05,195,197.2,198.4061491,149290,2474,29620054,41470,27.78,5.05,0.2
4-Apr-07,186,199.2,185.7,196.45,191.9088234,388751,4260,74604747,208689,53.68,13.5,10.45
3-Apr-07,195,195,183.25,183.95,186.0179565,299835,2376,55774694,206677,68.93,11.75,-11.05
2-Apr-07,195,196,189.1,190.6,192.2952331,67130,1003,12908779,41510,61.84,6.9,-4.4
30-Mar-07,195,200.95,194,199.45,197.3142189,84683,1412,16709160,41616,49.14,6.95,4.45
29-Mar-07,191.95,195.65,190.5,194.15,193.7506178,114118,1694,22110433,32984,28.9,5.15,2.2
28-Mar-07,195.35,196.5,186.6,191.1,189.8858048,609465,3865,115728752,396010,64.98,9.9,-4.25
26-Mar-07,201,202.9,186,195.6,191.824844,928047,7873,178022471,423578,45.64,16.9,-5.4
23-Mar-07,190.65,201.95,186.55,200.85,193.1677298,858321,6217,165799919,483763,56.36,15.4,10.2
22-Mar-07,187,191.5,184.25,190.65,187.1287905,392234,2730,73398274,234324,59.74,7.25,3.65
21-Mar-07,179.25,185.75,178.5,185.2,183.991179,273098,2654,50247623,135848,49.74,7.25,5.95
20-Mar-07,177.05,180.9,177,177.3,178.1125339,243349,1059,43343507,196937,80.93,3.9,0.25
19-Mar-07,177.45,179.65,175.5,176.4,176.6729459,119335,802,21083266,98146,82.24,4.15,-1.05
16-Mar-07,180.1,181.5,175,176.7,177.8588743,50742,851,9024915,28009,55.2,6.5,-3.4
15-Mar-07,183,185.8,179.05,180,184.1203043,390011,1026,71808944,360698,92.48,6.75,-3
14-Mar-07,185.9,185.9,178,179.25,181.6053437,91510,1418,16618705,65107,71.15,7.9,-6.65
13-Mar-07,196.05,198,185.3,187.55,189.8530817,137505,1460,26105748,98214,71.43,12.7,-8.5
12-Mar-07,190,197.9,185,195.9,193.543959,74888,1241,14494120,33427,44.64,12.9,5.9
9-Mar-07,192,194.3,184.9,188.3,187.9962625,56990,897,10713907,24177,42.42,9.4,-3.7
8-Mar-07,190,190,175.7,186.65,181.4454323,100664,1576,18265023,56112,55.74,14.3,-3.35
7-Mar-07,190,190,174.1,176.4,179.3280196,283855,2135,50903155,201074,70.84,15.9,-13.6
6-Mar-07,192,193.85,178.5,181.75,185.1591678,305068,1955,56486137,198248,64.98,15.35,-10.25
5-Mar-07,190,194,182.9,184.25,186.3842938,198317,2196,36963174,112054,56.5,11.1,-5.75
2-Mar-07,201.9,207.5,198,199.75,203.6703677,127351,2111,25937625,52349,41.11,9.5,-2.15
1-Mar-07,195.25,202.6,192.5,200.85,197.0242548,103361,1183,20364624,57486,55.62,10.1,5.6
28-Feb-07,199.9,202.45,172.05,197.45,196.1432767,175360,2088,34395685,93144,53.12,30.4,-2.45
27-Feb-07,202,202.5,198,199.9,200.1270824,101745,766,20361930,70500,69.29,4.5,-2.1
26-Feb-07,199.2,202.3,194,199.65,199.2132462,123552,1349,24613195,73126,59.19,8.3,0.45
23-Feb-07,202,203,192.5,194.85,195.880646,193190,1852,37842182,76476,39.59,10.5,-7.15
22-Feb-07,205,206.8,196.15,200.35,202.7251228,65160,1049,13209569,24516,37.62,10.65,-4.65
21-Feb-07,203.9,207.05,199.15,204.4,201.8289079,230484,1603,46518334,151849,65.88,7.9,0.5
20-Feb-07,207.9,207.9,199.5,201.4,202.7663928,60011,1042,12168214,24039,40.06,8.4,-6.5
19-Feb-07,210.6,213.9,205,206.15,208.6868074,160074,1776,33405332,78787,49.22,8.9,-4.45
15-Feb-07,203,210,202,209,206.1936446,241623,2577,49821127,130530,54.02,8,6
14-Feb-07,203,206,197,198.85,200.8601909,116845,1688,23469509,27663,23.67,9,-4.15
13-Feb-07,205,208.55,194,204.6,200.2263631,269505,2587,53962006,141701,52.58,14.55,-0.4
12-Feb-07,202.1,202.95,194.4,199.95,198.8710019,157824,1856,31386617,97030,61.48,8.55,-2.15
9-Feb-07,205.4,211,203,205.15,207.3802114,362643,3439,75204982,171688,47.34,8,-0.25
8-Feb-07,207.9,210,199.3,205.4,200.849893,1334761,2691,268086604,1115034,83.54,10.7,-2.5
7-Feb-07,211,211,203.3,204.2,208.3552051,1222381,1943,254689444,1100128,90,7.7,-6.8
6-Feb-07,212.25,213.5,207.55,210.05,209.9509669,140864,1571,29574533,48681,34.56,5.95,-2.2
5-Feb-07,208,213.7,204.95,211.9,211.4053714,295043,3446,62373675,107130,36.31,8.75,3.9
2-Feb-07,201,209.7,201,207.25,206.6677298,582568,4246,120398006,271634,46.63,8.7,6.25
1-Feb-07,198,201,186.25,199.3,195.1878559,1157813,5340,225991037,834479,72.07,14.75,1.3
31-Jan-07,206,208,195,195.9,199.1099365,279907,2901,55732265,191814,68.53,13,-10.1
29-Jan-07,213,213,205,205.6,206.5547483,123465,1512,25502282,79538,64.42,8,-7.4
25-Jan-07,214.4,218.7,212.15,214.35,215.3455073,265430,2978,57159158,117981,44.45,6.55,-0.05
24-Jan-07,208.95,213,207.3,211.7,210.8999715,185877,1935,39201454,94407,50.79,5.7,2.75
23-Jan-07,210,210.85,205,206.8,208.0667316,138510,1560,28819323,71523,51.64,5.85,-3.2
22-Jan-07,212,212,204.6,205.5,205.8228366,3295443,1889,678277426,1571804,47.7,7.4,-6.5
19-Jan-07,214.45,214.45,207,207.7,208.3113862,168784,1376,35159629,40890,24.23,7.45,-6.75
18-Jan-07,215,215.85,208.05,210.7,211.9105629,169717,1651,35964825,108707,64.05,7.8,-4.3
17-Jan-07,217.5,217.5,210.35,211.55,213.123902,141394,1558,30134441,96383,68.17,7.15,-5.95
16-Jan-07,218,218.5,212,212.8,214.9328311,168441,1395,36203501,134038,79.58,6.5,-5.2
15-Jan-07,219.2,220.7,216.1,217.5,218.4662115,156873,1913,34271450,73914,47.12,4.6,-1.7
12-Jan-07,222,222,215,217.45,219.0869594,230510,2460,50501735,120862,52.43,7,-4.55
11-Jan-07,219.95,220.95,215,218.95,218.3973855,206238,2227,45041840,93988,45.57,5.95,-1
10-Jan-07,213,224.65,209,217.7,218.511188,214293,3738,46825418,60711,28.33,15.65,4.7
9-Jan-07,218,221.5,211.3,212.7,215.9942101,147498,2068,31858714,57631,39.07,10.2,-5.3
8-Jan-07,223,223,214.8,218.1,217.9817763,186241,2367,40597144,97236,52.21,8.2,-4.9
5-Jan-07,228,228.95,219.55,222.55,224.1200782,339812,3610,76158692,155770,45.84,9.4,-5.45
4-Jan-07,216.55,234.4,213.25,228.95,225.9316312,644534,6633,145620618,218545,33.91,21.15,12.4
3-Jan-07,219,221.8,212.8,216.55,215.1334948,512020,2727,110152652,325705,63.61,9,-2.45
2-Jan-07,210.9,220,207.2,217.3,214.8292841,198599,2814,42664881,86268,43.44,12.8,6.4
29-Dec-06,205,213.9,203.4,208.8,210.3096833,337251,4201,70927151,172366,51.11,10.5,3.8
28-Dec-06,205.5,206,201.05,204.55,203.3996869,66437,1175,13513265,35202,52.99,4.95,-0.95
27-Dec-06,205,206,202,205.05,203.8952653,181048,1644,36914830,119237,65.86,4,0.05
26-Dec-06,205,205.7,200.1,203.2,203.2006161,101607,1865,20646605,25677,25.27,5.6,-1.8
22-Dec-06,200.95,206.95,196.5,204.1,203.2413528,249763,4422,50762170,75340,30.16,10.45,3.15
21-Dec-06,190.5,202,190.1,199.05,196.4509413,269585,4575,52960227,121629,45.12,11.9,8.55
20-Dec-06,198,201.9,189,190,193.021915,391924,5767,75649921,156375,39.9,12.9,-8
19-Dec-06,207.95,207.95,192.1,193.05,197.4246961,299513,4495,59131263,134654,44.96,15.85,-14.9
18-Dec-06,212,214.6,203.55,206,208.6183684,614336,6416,128161774,317553,51.69,11.05,-6
15-Dec-06,195,223.5,195,208.4,208.6359444,911619,9964,190196491,382527,41.96,28.5,13.4
14-Dec-06,190,213.65,180,193.75,193.2782278,465241,4869,89920956,268085,57.62,33.65,3.75
13-Dec-06,253,266.95,248.1,263.7,261.1867664,245874,3455,64219035,113702,46.24,18.85,10.7
12-Dec-06,252,264.6,245.05,250.6,258.5739504,488084,2351,126205808,407874,83.57,19.55,-1.4
11-Dec-06,268,270,250,252.4,258.2883708,99646,1902,25737403,55089,55.28,20,-15.6
8-Dec-06,271,271,265,265.5,266.7183214,79612,1097,21233979,46731,58.7,6,-5.5
7-Dec-06,269,274.7,265.05,268.6,268.6086854,114146,1384,30660607,72487,63.5,9.65,-0.4
6-Dec-06,269,273,265,267.6,266.6333443,66692,781,17782311,43582,65.35,8,-1.4
5-Dec-06,273.9,274.9,266,267.7,269.2643673,68280,1064,18385371,29935,43.84,8.9,-6.2
4-Dec-06,273.9,275,269.25,272.05,272.1723354,132451,1459,36049498,73458,55.46,5.75,-1.85
1-Dec-06,265.1,275.65,265,272.15,272.0510217,169320,2546,46063679,67022,39.58,10.65,7.05
30-Nov-06,269,269,262.55,264.25,265.2117107,70346,863,18656583,31808,45.22,6.45,-4.75
29-Nov-06,269,272,265.05,266.2,267.6359384,172534,1543,46176299,118881,68.9,6.95,-2.8
28-Nov-06,268,272,261,265,264.9106797,412079,3169,109164128,268502,65.16,11,-3
27-Nov-06,260.8,276.8,260.8,274.85,270.8576894,300582,4360,81414946,114736,38.17,16,14.05
24-Nov-06,273.75,275,257.5,258.2,263.0691673,324344,3318,85324906,181472,55.95,17.5,-15.55
23-Nov-06,274.7,278.5,271,272.45,274.4602655,216701,2757,59475814,83112,38.35,7.5,-2.25
22-Nov-06,264,284.4,263,270.35,273.8308005,700735,8409,191882826,269805,38.5,21.4,6.35
21-Nov-06,259.95,266,259,264.55,263.4621637,119713,1844,31539846,58625,48.97,7,4.6
20-Nov-06,255.3,264.75,254.2,256.5,257.5186249,173343,2480,44639051,80512,46.45,10.55,1.2
17-Nov-06,258.95,260,254,255.3,255.8167779,68769,983,17592264,35119,51.07,6,-3.65
16-Nov-06,258.5,260,253.15,255.15,256.2972117,81484,809,20884122,59766,73.35,6.85,-3.35
15-Nov-06,262.95,264.85,255,255.95,259.378152,72455,1212,18793244,28121,38.81,9.85,-7
14-Nov-06,261,268,256,261.4,259.5078419,1170953,2996,303871486,1058708,90.41,12,0.4
13-Nov-06,253.75,263,251,261.35,259.8275827,156388,2591,40633916,67027,42.86,12,7.6
10-Nov-06,255,256,250.5,251.4,252.2373268,59555,855,15021994,18626,31.28,5.5,-3.6
9-Nov-06,253.5,257.9,252,254.25,253.9061929,114437,1079,29056263,65732,57.44,5.9,0.75
8-Nov-06,263.5,264,251,253.25,256.0735901,115491,2218,29574195,38933,33.71,13,-10.25
7-Nov-06,250,266.9,250,263.5,260.2458564,603104,6635,156955317,327429,54.29,16.9,13.5
6-Nov-06,241.2,252.8,239,248.75,247.2278149,250010,3886,61809426,113919,45.57,13.8,7.55
3-Nov-06,239,241.9,234.5,238.7,238.0642823,46358,1071,11036184,18391,39.67,7.4,-0.3
2-Nov-06,235,239.85,232.95,237.9,236.224863,55834,1096,13189379,29685,53.17,6.9,2.9
1-Nov-06,240.5,240.5,232.7,233.75,235.7474861,87714,1251,20678355,48072,54.81,7.8,-6.75
31-Oct-06,242,243,237,239.15,239.0604937,70090,1034,16755750,41182,58.76,6,-2.85
30-Oct-06,246.65,246.65,239.95,240.55,241.0876095,56866,900,13709688,29462,51.81,6.7,-6.1
27-Oct-06,236.5,248,235.5,245.8,243.5231162,182967,3316,44556694,78094,42.68,12.5,9.3
26-Oct-06,232,236.7,232,235.15,235.0686414,51922,853,12205234,21414,41.24,4.7,3.15
23-Oct-06,236.8,237.5,232.1,233.75,233.9252979,58914,873,13781475,36195,61.44,5.4,-3.05
21-Oct-06,234,238.75,233,236.8,235.7519182,53958,1172,12720702,33498,62.08,5.75,2.8
20-Oct-06,225.2,236,225,231.15,232.8823349,388365,2429,90443348,299207,77.04,11,5.95
19-Oct-06,229,232,225,226.95,226.3402657,144058,2017,32606126,85830,59.58,7,-2.05
18-Oct-06,235,239.45,226.5,227.8,230.7291216,189155,3070,43643567,96812,51.18,12.95,-7.2
17-Oct-06,241,246,233.5,237,239.824333,201455,3796,48313811,90598,44.97,12.5,-4
16-Oct-06,251.7,258.85,236.1,240.3,244.1016602,589316,7912,143853014,316021,53.63,22.75,-11.4
13-Oct-06,250.25,259.7,250,252.95,254.2314299,266759,2514,67818522,199617,74.83,9.7,2.7
12-Oct-06,260,260.9,248.6,249.45,251.8189868,156530,2828,39417226,97646,62.38,12.3,-10.55
11-Oct-06,263.9,264.4,256.65,258.9,259.9556356,95279,1545,24768313,49887,52.36,7.75,-5
10-Oct-06,269.8,269.8,257.1,259.75,262.0388365,118780,1714,31124973,61196,51.52,12.7,-10.05
9-Oct-06,259.35,264.5,254.5,261.95,261.1063543,191934,3089,50115187,87898,45.8,10,2.6
6-Oct-06,257.5,269,253.1,258.5,260.548694,368752,5659,96077852,144611,39.22,15.9,1
5-Oct-06,262.4,262.4,254,255.5,257.8615737,229335,3505,59136684,117469,51.22,8.4,-6.9
4-Oct-06,260.4,267.9,250,253,255.7569003,497590,7704,127262076,253135,50.87,17.9,-7.4
3-Oct-06,248.35,248.35,238,240,242.8567075,107640,759,26141096,87530,81.32,10.35,-8.35
29-Sep-06,244.7,247.4,239.9,246.1,243.3227558,198156,1709,48215864,133647,67.45,7.5,1.4
28-Sep-06,253.5,256.5,238.1,239.9,245.6912366,246412,3393,60541269,123515,50.13,18.4,-13.6
27-Sep-06,233.7,250,233.7,249.55,245.6095799,237790,3391,58403502,115674,48.65,16.3,15.85
26-Sep-06,233.4,236,231.3,234.3,234.3390174,60227,1056,14113536,24965,41.45,4.7,0.9
25-Sep-06,231.4,233.5,229.25,232.2,231.5234322,60195,795,13936553,24486,40.68,4.25,0.8
22-Sep-06,225,234,223,230.2,230.6104645,91242,1176,21041360,55188,60.49,11,5.2
21-Sep-06,223.9,227.9,220.6,226.25,224.9551187,70965,1066,15963940,36410,51.31,7.3,2.35
20-Sep-06,222.6,223.85,218.5,220.15,220.3611338,169170,626,37278493,147803,87.37,5.35,-2.45
19-Sep-06,225.5,226,220,223.25,222.547265,169671,1019,37759817,107622,63.43,6,-2.25
18-Sep-06,226,226.8,220.1,222.1,222.3198152,108250,1046,24066120,61619,56.92,6.7,-3.9
15-Sep-06,221,223,214,220.8,218.0777532,84511,883,18429969,61590,72.88,9,-0.2
14-Sep-06,224.7,224.7,217,220.1,220.074738,66994,544,14743687,52509,78.38,7.7,-4.6
13-Sep-06,224.75,228,221.1,222.3,222.8103301,56108,704,12501442,37622,67.05,6.9,-2.45
12-Sep-06,219,225,214.6,219.65,218.8175548,53934,914,11801706,23142,42.91,10.4,0.65
11-Sep-06,227.1,228,216.5,217.95,223.2054425,99624,1261,22236619,57062,57.28,11.5,-9.15
8-Sep-06,223.4,226,221.25,224.35,224.5985836,413172,795,92797846,386056,93.44,4.75,0.95
7-Sep-06,228,229.3,220.05,221.2,224.2936889,85199,1547,19109598,36597,42.95,9.25,-6.8
6-Sep-06,217.4,234.75,216.25,227.55,228.0151231,345828,4303,78854014,110886,32.06,18.5,10.15
5-Sep-06,215,222.5,210,216.05,216.1033323,192331,1664,41563370,129262,67.21,12.5,1.05
4-Sep-06,212.8,215,210.1,213.4,212.9045095,42266,648,8998622,24560,58.11,4.9,0.6
1-Sep-06,211.9,211.9,208.3,209.95,209.2065887,158818,347,33225772,152805,96.21,3.6,-1.95
31-Aug-06,212,212.8,208.45,209,209.5249644,113882,473,23861122,87984,77.26,4.35,-3
30-Aug-06,216,216.9,211.15,212,213.3672683,30087,503,6419581,13880,46.13,5.75,-4
29-Aug-06,210.5,215,209.7,213.4,211.9240977,69629,848,14756063,42651,61.25,5.3,2.9
28-Aug-06,211.8,213.85,207.1,208.1,209.9289441,42938,549,9013929,22935,53.41,6.75,-3.7
25-Aug-06,209.7,212,208.15,209.55,210.1454854,67237,548,14129552,49780,74.04,3.85,-0.15
24-Aug-06,202,210,202,206.45,205.2920444,430123,753,88300830,399411,92.86,8,4.45
23-Aug-06,208,212,204.05,205.2,205.4325236,144732,766,29732660,118150,81.63,7.95,-2.8
22-Aug-06,212,214.85,202,204.1,206.6064891,84511,1278,17460521,32760,38.76,12.85,-7.9
21-Aug-06,215,215,208,210.4,210.3108485,29368,518,6176409,16748,57.03,7,-4.6
18-Aug-06,217,217.85,210.4,212.9,215.1339335,35876,700,7718145,229354,639.3,7.45,-4.1
17-Aug-06,220,222.4,212.5,214.1,214.9974679,118083,651,25387546,,,9.9,-5.9
16-Aug-06,226,226,219,219.75,221.5397429,41844,596,9270109,,,7,-6.25
14-Aug-06,224,224.5,221.05,222.05,222.3834774,73136,554,16264238,,,3.45,-1.95
11-Aug-06,221.95,224.35,220,221.7,221.69053,65903,1112,14610071,,,4.35,-0.25
10-Aug-06,214.4,224.4,212,218.6,219.6549961,107564,1717,23626970,,,12.4,4.2
9-Aug-06,1035,1050,1030,1039.5,1041.731034,28301,488,29482030,23860,84.31,20,4.5
8-Aug-06,1021.9,1040,1020,1038.25,1032.717311,9254,291,9556766,6959,75.2,20,16.35
7-Aug-06,1010,1045,1010,1014.55,1018.670535,5946,240,6057015,4396,73.93,35,4.55
